Symbol,Our_Beta,Yahoo_Beta
NWSA,1.33978978129278,1.181
NXPI,1.4754489089464804,1.447
O,1.054482597369555,0.787
ODFL,1.0137319243543212,1.194
OKE,2.0157784634974854,1.001
OMC,0.9849115736588566,0.97
ON,1.681254291763414,1.489
ORCL,1.0183286403402347,1.531
ORLY,0.9026649648614762,0.598
OTIS,0.7681885772922066,0.99
OXY,1.804873002602432,0.951
PANW,1.0978201980895983,0.974
PAYC,1.1630952643061356,0.827
PAYX,0.992404746088692,0.913
PCAR,0.8739336627145069,0.946
PCG,1.0500758852590826,0.58
PEG,0.6752294857276608,0.538
PEP,0.5462035942443039,0.458
PFE,0.5888859777243037,0.465
PFG,1.20731859610848,1.029
PG,0.4420000936431312,0.364
PGR,0.3935638336637479,0.318
PH,1.3851699292297115,1.347
PHM,1.7375440249372855,1.298
PKG,0.7950648023589738,0.921
PLD,1.1061184276118796,1.291
PLTR,1.435189384456104,2.595
PM,0.5833889268014362,0.479
PNC,1.1564324578588905,1.109
PNR,1.1980780125924109,1.104
PNW,0.5828401378338537,0.46
PODD,1.1552395645705729,1.399
POOL,0.9906654592384548,1.104
PPG,1.2107281345980363,1.149
PPL,0.8817213500945977,0.665
PRU,1.283617588656317,1.021
PSA,0.7297573660344051,0.876
PSKY,1.847979027658456,1.273
PSX,1.2930390790857222,1.094
PTC,1.1495937371260831,1.145
PWR,1.0299417798794006,1.038
PYPL,1.4214609006564576,1.446
QCOM,1.2229531272873129,1.227
RCL,2.7283703346670647,2.088
REG,1.2396447866620577,1.101
REGN,0.1119513258710393,0.307
RF,1.2651400462169742,1.029
RJF,1.051662014558459,1.049
RL,1.5072968983566528,1.626
RMD,0.703626294728487,0.833
ROK,1.2867109291387933,1.404
ROL,0.7166458793918742,0.69
ROP,1.021118657771782,1.001
ROST,1.0783899012276972,1.183
RSG,0.7471830044151005,0.601
RTX,0.8273647954616103,0.648
RVTY,1.0255194311524565,0.985
SBAC,0.674793595763096,0.812
SBUX,0.9561008011190262,0.998
SCHW,0.9544621145235072,0.966
SHW,1.186688568485648,1.203
SJM,0.2458453095483938,0.241
SLB,1.6293541297667111,0.975
SMCI,1.2451482046296405,1.548
SNA,0.9698433643395716,0.774
SNPS,1.0809821712333556,1.097
SO,0.5096881105614864,0.413
SPG,1.9263189310940916,1.531
SPGI,1.1527487831085388,1.189
SRE,0.8071031918446364,0.661
STE,0.841269719120909,1.01
STLD,1.3527501343223955,1.411
STT,1.4461580347820515,1.48
STX,1.08193569459243,1.649
STZ,0.8856182604567617,0.66
SW,1.020677513387365,1.045
SWK,1.2746543412312257,1.188
SWKS,1.1203372499501134,1.195
SYF,1.701220555470868,1.5
SYK,0.9412018748819712,0.951
SYY,1.2067828467744326,0.836
T,0.58741803762455,0.624
TAP,0.8685705343517406,0.632
TDG,1.4583173806434448,1.002
TDY,0.9845214661921964,1.117
TECH,1.2421819220355237,1.479
TEL,1.2993869182714306,1.254
TER,1.4258084072123132,1.82
TFC,1.0678848312186964,0.855
TGT,1.084319162152705,1.177
TJX,0.8766305030543189,0.921
TKO,1.0493604991989929,0.266
TMO,0.7474072627541668,0.775
TMUS,0.5305219585433618,0.583
TPL,1.6952440196069876,1.132
TPR,1.7013687226149083,1.585
TRGP,2.679456090504813,1.129
TRMB,1.508741205062448,1.657
TROW,1.4769089681642071,1.514
TRV,0.6684923499132517,0.519
TSCO,0.7958577798246542,0.724
TSLA,2.088956779347116,2.086
TSN,0.7984131305320249,0.56
TT,1.0817133092666456,1.119
TTD,1.3885107397519625,1.383
TTWO,0.8586998364512308,1.017
TXN,0.947367437250146,1.002
TXT,1.3118584451697888,1.131
TYL,0.7525798248312595,0.891
UAL,1.5374069628895952,1.457
UBER,1.2848982872775805,1.479
UDR,0.8903791952478969,0.855
UHS,1.2740159602041463,1.305
ULTA,1.2777353007887555,1.074
UNH,0.5928695031418282,0.478
UNP,1.0298364080318572,1.068
UPS,0.9488028844722614,1.078
URI,1.581283565029047,1.727
USB,1.0904475371214009,1.076
V,0.9237862008424624,0.897
VICI,1.035911711872706,0.74
VLO,1.35005384824787,1.026
VMC,0.8218212126784351,0.923
VRSK,0.8647207874812382,0.856
VRSN,0.8795983089078978,0.789
VRTX,0.3817657117035296,0.431
VST,1.170187521654481,1.34
VTR,1.5562008965109195,0.909
VTRS,0.9373584033144602,0.889
VZ,0.4551486347941138,0.366
WAB,1.2533642567668069,1.097
WAT,0.9936353948488612,1.044
WBD,1.5039787595108278,1.737
WDAY,1.315954362515911,1.104
WDC,1.4580276558100915,1.834
WEC,0.4623303978667104,0.454
WELL,1.2766738583561468,0.911
WFC,1.161040498392064,1.24
WM,0.7846674613203258,0.642
WMB,1.0876376886482106,0.665
WMT,0.5041888803310801,0.671
WRB,0.6864692653802534,0.417
WSM,1.693128832668115,1.548
WST,0.9977475828955517,1.068
WTW,0.735363015849115,0.736
WY,1.4901486040945753,1.063
WYNN,1.7496468837094914,1.305
XEL,0.4456406306010944,0.378
XOM,0.8721307075409906,0.484
XYL,1.028378835047458,1.128
XYZ,2.4935334903867616,2.715
YUM,1.0865514947300936,0.721
ZBH,1.026856118673538,0.667
ZBRA,1.5752592014551348,1.752
ZTS,0.8829489738495861,0.902
